Batch_ID,Product_Type,Production_Line,Machine_ID,Workers_Assigned,Raw_Material_Quantity,Batch_Size,Production_Priority,Quality_Check_Level,Machine_Load,Temperature_Control,Shift,Processing_Time,Worker_Wage_Rate_INR_per_Min,Machine_Usage_Rate_INR_per_Min,Raw_Material_Cost_INR,Batch_Cost_INR,Production_Timestamp
B3256,OncoDrug_D,Line_4,M4,4,102.41,93,High,Standard,0.55,Minor_Fluctuation,Morning,30.56,3.05,19.38,13502.93,14468.12,14/04/2024 16:00
B3257,OncoDrug_A,Line_3,M3,5,209.76,156,Medium,Critical,0.51,Stable,Evening,72.86,3.43,14.28,23679.46,25970.91,14/04/2024 18:00
B3258,OncoDrug_B,Line_2,M1,3,207.12,106,Medium,Strict,0.58,Minor_Fluctuation,Morning,52.6,2.07,15.72,19844.17,20996.99,14/04/2024 20:00
B3259,OncoDrug_D,Line_1,M5,6,144.41,183,Medium,Standard,0.44,Minor_Fluctuation,Night,51.2,2.88,14.88,18650.87,20298.66,14/04/2024 22:00
B3260,OncoDrug_D,Line_1,M1,6,228.26,116,Medium,Strict,0.45,Stable,Evening,51.57,3.15,14.17,23442.55,25147.79,15/04/2024 00:00
B3261,OncoDrug_B,Line_3,M3,3,112.02,61,Low,Strict,0.91,Minor_Fluctuation,Morning,51.57,3.07,13.75,10707.73,11891.26,15/04/2024 02:00
B3262,OncoDrug_C,Line_4,M3,6,125.15,152,High,Standard,0.84,Stable,Night,52.67,2.72,15.03,15653.28,17303.61,15/04/2024 04:00
B3263,OncoDrug_A,Line_1,M5,5,122.6,172,High,Standard,0.88,Minor_Fluctuation,Evening,60.18,2.52,11.08,18061.68,19485.94,15/04/2024 06:00
B3264,OncoDrug_A,Line_4,M1,3,179.45,149,Low,Standard,0.79,Controlled_Adjustment,Evening,64.12,2.85,19.15,24111.18,25887.3,15/04/2024 08:00
B3265,OncoDrug_B,Line_4,M2,2,215.31,107,High,Strict,0.66,Controlled_Adjustment,Night,57.15,2.28,14.32,23326.98,24406.16,15/04/2024 10:00
B3266,OncoDrug_D,Line_4,M3,3,181.31,173,Medium,Standard,0.49,Minor_Fluctuation,Evening,53.45,3.02,12.13,19698.33,20830.58,15/04/2024 12:00
B3267,OncoDrug_B,Line_2,M4,3,213.37,101,High,Standard,0.85,Controlled_Adjustment,Evening,51.64,3.12,11.2,21705.26,22766.47,15/04/2024 14:00
B3268,OncoDrug_B,Line_1,M2,6,238.55,64,High,Critical,0.58,Controlled_Adjustment,Night,47.18,3.15,15.02,34668.85,36269.04,15/04/2024 16:00
B3269,OncoDrug_D,Line_3,M5,7,142.66,158,High,Standard,0.85,Stable,Evening,46.79,3.33,14.63,13131.96,14908.42,15/04/2024 18:00
B3270,OncoDrug_A,Line_3,M4,2,102.45,194,Medium,Standard,0.64,Controlled_Adjustment,Morning,65.84,2.6,13.43,14899.05,16125.87,15/04/2024 20:00
B3271,OncoDrug_A,Line_3,M5,6,80.98,132,High,Critical,0.62,Controlled_Adjustment,Morning,59.03,2.42,11.8,10287.51,11840.0,15/04/2024 22:00
B3272,OncoDrug_D,Line_4,M3,2,202.55,174,High,Strict,0.52,Controlled_Adjustment,Morning,62.09,3.03,19.85,28159.25,29768.42,16/04/2024 00:00
B3273,OncoDrug_B,Line_4,M2,2,222.33,199,Medium,Critical,0.7,Controlled_Adjustment,Evening,98.19,2.78,19.75,26665.77,29151.62,16/04/2024 02:00
B3274,OncoDrug_B,Line_2,M2,5,181.88,171,Low,Critical,0.68,Controlled_Adjustment,Night,84.03,3.1,14.68,26350.12,28886.42,16/04/2024 04:00
B3275,OncoDrug_C,Line_1,M5,4,179.11,128,Medium,Strict,0.71,Controlled_Adjustment,Evening,57.97,2.53,14.93,14376.29,15829.41,16/04/2024 06:00
B3276,OncoDrug_C,Line_1,M2,4,83.99,171,High,Standard,0.57,Minor_Fluctuation,Night,42.27,2.88,18.67,10449.58,11726.13,16/04/2024 08:00
B3277,OncoDrug_A,Line_3,M4,3,180.18,92,Medium,Standard,0.56,Minor_Fluctuation,Evening,41.02,2.58,19.88,20107.32,21240.84,16/04/2024 10:00
B3278,OncoDrug_D,Line_3,M1,4,148.44,129,Low,Strict,0.65,Minor_Fluctuation,Evening,60.02,2.03,8.37,19746.37,20736.7,16/04/2024 12:00
B3279,OncoDrug_D,Line_4,M3,4,204.86,166,High,Strict,0.48,Minor_Fluctuation,Evening,56.45,2.32,14.65,18202.8,19552.9,16/04/2024 14:00
B3280,OncoDrug_D,Line_3,M2,5,136.91,72,Medium,Standard,0.86,Controlled_Adjustment,Night,37.02,2.28,10.97,15640.54,16469.17,16/04/2024 16:00
B3281,OncoDrug_B,Line_2,M2,7,125.66,73,High,Strict,0.57,Controlled_Adjustment,Morning,35.02,2.98,18.92,16359.7,17753.5,16/04/2024 18:00
B3282,OncoDrug_B,Line_1,M1,5,116.77,89,Medium,Critical,0.58,Controlled_Adjustment,Morning,48.29,3.47,14.32,10401.91,11930.29,16/04/2024 20:00
B3283,OncoDrug_D,Line_2,M5,6,166.18,62,Low,Standard,0.58,Minor_Fluctuation,Evening,35.83,3.32,10.45,22441.11,23528.55,16/04/2024 22:00
B3284,OncoDrug_B,Line_3,M5,6,242.74,73,High,Critical,0.52,Stable,Night,50.53,2.25,15.63,20721.24,22193.35,17/04/2024 00:00
B3285,OncoDrug_D,Line_2,M3,2,246.01,107,High,Standard,0.7,Minor_Fluctuation,Morning,49.75,2.58,14.13,28521.03,29481.21,17/04/2024 02:00
B3286,OncoDrug_B,Line_1,M3,6,202.66,180,Medium,Standard,0.91,Controlled_Adjustment,Morning,67.28,2.05,9.05,22842.49,24278.91,17/04/2024 04:00
B3287,OncoDrug_D,Line_4,M5,5,215.19,80,High,Critical,0.64,Minor_Fluctuation,Evening,53.53,2.93,9.47,30405.94,31697.8,17/04/2024 06:00
B3288,OncoDrug_C,Line_1,M1,7,172.0,95,High,Critical,0.84,Controlled_Adjustment,Morning,53.24,3.02,9.92,22977.54,24629.76,17/04/2024 08:00
B3289,OncoDrug_A,Line_4,M5,3,204.4,76,Low,Critical,0.62,Minor_Fluctuation,Night,57.41,3.12,18.98,21325.66,22952.28,17/04/2024 10:00
B3290,OncoDrug_C,Line_2,M4,4,174.35,101,High,Standard,0.71,Controlled_Adjustment,Night,45.41,2.43,19.28,21468.74,22786.39,17/04/2024 12:00
B3291,OncoDrug_B,Line_3,M3,3,248.16,190,High,Critical,0.5,Controlled_Adjustment,Night,73.64,3.33,18.02,34507.13,36570.28,17/04/2024 14:00
B3292,OncoDrug_B,Line_2,M1,3,137.41,170,Medium,Strict,0.61,Minor_Fluctuation,Morning,65.07,2.93,12.0,17078.43,18431.89,17/04/2024 16:00
B3293,OncoDrug_C,Line_3,M1,6,180.34,129,Medium,Standard,0.65,Stable,Evening,52.19,2.05,17.78,21262.98,22833.03,17/04/2024 18:00
B3294,OncoDrug_C,Line_1,M5,2,160.26,190,Medium,Standard,0.43,Stable,Morning,60.74,2.25,9.17,14081.52,14911.63,17/04/2024 20:00
B3295,OncoDrug_A,Line_3,M4,3,118.83,114,High,Standard,0.51,Minor_Fluctuation,Night,40.75,2.45,17.73,16061.99,17084.13,17/04/2024 22:00
B3296,OncoDrug_A,Line_4,M3,5,179.6,67,High,Strict,0.8,Minor_Fluctuation,Morning,41.39,2.4,19.38,14997.27,16296.22,18/04/2024 00:00
B3297,OncoDrug_D,Line_2,M5,5,165.88,170,High,Standard,0.84,Minor_Fluctuation,Night,54.66,2.87,10.08,20020.74,21355.36,18/04/2024 02:00
B3298,OncoDrug_D,Line_4,M2,3,88.51,136,Low,Critical,0.83,Stable,Night,85.1,2.83,10.15,12797.24,14384.35,18/04/2024 04:00
B3299,OncoDrug_A,Line_1,M4,6,130.66,108,High,Critical,0.5,Stable,Morning,47.43,2.13,16.7,16992.58,18391.77,18/04/2024 06:00
B3300,OncoDrug_A,Line_4,M1,3,88.0,66,High,Standard,0.9,Stable,Night,34.21,3.17,11.87,12886.04,13616.99,18/04/2024 08:00
B3301,OncoDrug_B,Line_3,M5,6,202.35,150,Low,Critical,0.75,Controlled_Adjustment,Morning,79.21,2.43,16.92,23104.8,25601.24,18/04/2024 10:00
B3302,OncoDrug_B,Line_4,M3,4,196.78,150,High,Standard,0.86,Stable,Evening,52.8,3.43,12.15,16938.7,18305.34,18/04/2024 12:00
B3303,OncoDrug_B,Line_4,M5,7,194.07,172,Medium,Critical,0.43,Stable,Evening,72.72,2.1,17.33,27704.82,30034.28,18/04/2024 14:00
B3304,OncoDrug_A,Line_3,M3,6,181.69,75,Low,Standard,0.48,Stable,Evening,40.44,2.52,13.4,27052.62,28205.16,18/04/2024 16:00
B3305,OncoDrug_C,Line_2,M3,2,212.12,118,Medium,Strict,0.74,Controlled_Adjustment,Evening,58.26,2.95,12.92,29274.2,30370.46,18/04/2024 18:00
B3306,OncoDrug_B,Line_4,M4,3,237.19,116,High,Critical,0.76,Minor_Fluctuation,Night,70.32,2.88,10.18,21817.68,23142.04,18/04/2024 20:00
B3307,OncoDrug_C,Line_3,M3,3,201.42,82,Medium,Standard,0.93,Minor_Fluctuation,Night,50.42,2.2,13.37,24591.39,25598.11,18/04/2024 22:00
B3308,OncoDrug_A,Line_3,M2,3,102.9,73,High,Critical,0.58,Stable,Morning,48.47,2.35,8.58,9593.02,10350.77,19/04/2024 00:00
B3309,OncoDrug_C,Line_3,M1,5,92.33,69,Medium,Strict,0.61,Controlled_Adjustment,Evening,34.93,2.33,18.2,13786.45,14829.69,19/04/2024 02:00
B3310,OncoDrug_D,Line_2,M5,3,196.23,95,Low,Strict,0.8,Minor_Fluctuation,Morning,65.0,2.13,8.82,28414.97,29404.05,19/04/2024 04:00
B3311,OncoDrug_D,Line_1,M1,5,128.01,82,High,Critical,0.57,Stable,Evening,43.81,3.18,15.75,11752.26,13139.57,19/04/2024 06:00
B3312,OncoDrug_B,Line_4,M4,5,236.09,192,Medium,Standard,0.94,Stable,Night,69.92,2.73,14.62,20742.38,22719.95,19/04/2024 08:00
B3313,OncoDrug_A,Line_4,M5,5,184.41,107,Low,Strict,0.89,Controlled_Adjustment,Night,65.65,3.43,14.43,14825.59,16900.13,19/04/2024 10:00
B3314,OncoDrug_C,Line_3,M2,5,96.95,99,Low,Critical,0.75,Stable,Evening,65.0,2.73,8.42,13402.78,14838.19,19/04/2024 12:00
B3315,OncoDrug_A,Line_2,M1,7,158.93,98,Medium,Strict,0.52,Minor_Fluctuation,Night,42.23,2.63,10.28,15103.0,16315.7,19/04/2024 14:00
B3316,OncoDrug_C,Line_1,M4,6,96.16,113,High,Critical,0.71,Stable,Morning,52.02,2.62,16.97,7863.74,9563.06,19/04/2024 16:00
B3317,OncoDrug_B,Line_4,M3,2,129.0,160,Medium,Critical,0.43,Stable,Evening,72.22,2.7,9.6,11601.3,12684.6,19/04/2024 18:00
B3318,OncoDrug_D,Line_2,M4,3,198.7,143,High,Strict,0.66,Minor_Fluctuation,Morning,57.71,3.02,18.78,20379.06,21985.32,19/04/2024 20:00
B3319,OncoDrug_C,Line_4,M4,5,244.24,150,Low,Strict,0.56,Minor_Fluctuation,Night,75.45,3.48,18.13,34769.01,37451.26,19/04/2024 22:00
B3320,OncoDrug_A,Line_3,M3,5,109.31,116,Medium,Strict,0.92,Minor_Fluctuation,Night,59.47,2.78,13.13,12117.69,13726.35,20/04/2024 00:00
B3321,OncoDrug_A,Line_3,M3,2,194.02,68,Medium,Strict,0.42,Minor_Fluctuation,Morning,41.0,3.1,12.0,18057.65,18803.85,20/04/2024 02:00
B3322,OncoDrug_D,Line_4,M1,5,159.74,192,Low,Standard,0.48,Stable,Evening,63.69,2.65,17.17,14072.68,16009.92,20/04/2024 04:00
B3323,OncoDrug_B,Line_1,M2,4,137.45,89,Medium,Critical,0.91,Stable,Morning,59.7,2.07,9.87,17178.21,18260.77,20/04/2024 06:00
B3324,OncoDrug_A,Line_4,M2,5,165.81,192,Medium,Standard,0.83,Minor_Fluctuation,Evening,60.74,3.55,18.37,17214.09,19407.81,20/04/2024 08:00
B3325,OncoDrug_D,Line_4,M3,2,154.67,159,Low,Strict,0.67,Stable,Evening,74.78,2.97,12.83,16727.25,18130.62,20/04/2024 10:00
B3326,OncoDrug_D,Line_1,M1,4,106.5,124,High,Standard,0.43,Minor_Fluctuation,Morning,32.5,2.28,11.8,10400.64,11080.97,20/04/2024 12:00
B3327,OncoDrug_C,Line_1,M4,4,117.59,144,Low,Strict,0.62,Minor_Fluctuation,Morning,59.33,3.1,11.17,10509.8,11908.01,20/04/2024 14:00
B3328,OncoDrug_A,Line_4,M2,3,151.59,119,Medium,Critical,0.5,Stable,Evening,55.16,2.65,10.13,17541.58,18539.06,20/04/2024 16:00
B3329,OncoDrug_C,Line_4,M2,7,205.63,140,Medium,Standard,0.79,Controlled_Adjustment,Evening,52.14,3.43,14.42,29617.23,31622.02,20/04/2024 18:00
B3330,OncoDrug_B,Line_4,M2,6,138.33,179,Low,Standard,0.5,Stable,Evening,59.95,2.38,18.82,11491.5,13476.85,20/04/2024 20:00
B3331,OncoDrug_A,Line_2,M5,6,140.91,138,Medium,Strict,0.85,Stable,Morning,63.98,2.83,17.72,13298.42,15519.59,20/04/2024 22:00
B3332,OncoDrug_D,Line_3,M4,3,226.06,104,High,Standard,0.54,Stable,Night,42.8,2.38,17.5,24779.87,25834.89,21/04/2024 00:00
B3333,OncoDrug_B,Line_3,M5,7,92.16,180,Low,Critical,0.81,Minor_Fluctuation,Evening,86.99,2.03,15.25,9503.13,12067.89,21/04/2024 02:00
B3334,OncoDrug_C,Line_2,M2,7,152.61,140,Low,Standard,0.43,Controlled_Adjustment,Evening,46.97,3.08,9.42,19311.06,20767.13,21/04/2024 04:00
B3335,OncoDrug_C,Line_3,M4,3,113.82,62,Low,Strict,0.91,Stable,Morning,49.03,2.68,11.28,15412.79,16360.7,21/04/2024 06:00
B3336,OncoDrug_B,Line_3,M5,2,193.55,65,Low,Critical,0.49,Stable,Evening,59.22,2.47,12.0,18201.78,19204.58,21/04/2024 08:00
B3337,OncoDrug_D,Line_1,M1,2,107.52,69,Low,Critical,0.78,Minor_Fluctuation,Evening,58.17,2.38,11.23,15713.98,16644.7,21/04/2024 10:00
B3338,OncoDrug_B,Line_4,M2,5,235.97,125,Medium,Critical,0.55,Stable,Morning,70.21,2.03,12.2,28792.22,30362.59,21/04/2024 12:00
B3339,OncoDrug_B,Line_3,M5,2,206.58,103,Medium,Critical,0.52,Controlled_Adjustment,Evening,61.74,2.98,16.15,27844.37,29209.85,21/04/2024 14:00
B3340,OncoDrug_B,Line_3,M3,4,167.56,142,High,Strict,0.61,Controlled_Adjustment,Morning,52.27,2.02,19.77,19425.18,20880.03,21/04/2024 16:00
B3341,OncoDrug_A,Line_4,M4,4,166.26,109,High,Standard,0.58,Controlled_Adjustment,Morning,36.43,2.2,13.93,14169.47,14997.65,21/04/2024 18:00
B3342,OncoDrug_B,Line_2,M1,7,219.38,72,High,Standard,0.93,Stable,Evening,33.76,2.77,14.73,30381.59,31532.81,21/04/2024 20:00
B3343,OncoDrug_A,Line_3,M2,2,98.6,109,Low,Standard,0.82,Stable,Evening,49.88,2.42,8.37,14101.13,14759.55,21/04/2024 22:00
B3344,OncoDrug_D,Line_2,M3,5,206.4,60,High,Critical,0.84,Stable,Morning,47.94,2.85,14.58,28070.56,29452.83,22/04/2024 00:00
B3345,OncoDrug_C,Line_2,M2,6,165.37,105,Medium,Critical,0.92,Minor_Fluctuation,Evening,68.59,2.15,19.38,19652.89,21867.2,22/04/2024 02:00
B3346,OncoDrug_A,Line_4,M2,3,117.04,187,High,Critical,0.52,Stable,Morning,68.59,3.4,13.43,11590.87,13211.88,22/04/2024 04:00
B3347,OncoDrug_A,Line_2,M5,5,186.95,103,Medium,Strict,0.82,Controlled_Adjustment,Evening,44.8,2.47,13.82,24300.81,25472.33,22/04/2024 06:00
B3348,OncoDrug_D,Line_3,M2,6,124.31,181,Medium,Critical,0.59,Stable,Night,81.73,2.25,9.32,13926.17,15790.97,22/04/2024 08:00
B3349,OncoDrug_A,Line_1,M2,4,207.19,193,High,Critical,0.64,Controlled_Adjustment,Morning,82.65,3.32,11.9,23972.47,26052.49,22/04/2024 10:00
B3350,OncoDrug_C,Line_3,M1,2,133.0,185,High,Strict,0.82,Stable,Night,63.39,3.57,11.93,18384.59,19593.22,22/04/2024 12:00
B3351,OncoDrug_D,Line_3,M1,3,139.36,137,High,Strict,0.57,Stable,Evening,43.9,3.27,11.63,19356.61,20297.53,22/04/2024 14:00
B3352,OncoDrug_B,Line_1,M1,3,98.1,181,High,Standard,0.82,Controlled_Adjustment,Evening,52.57,3.22,12.6,8328.11,9497.79,22/04/2024 16:00
B3353,OncoDrug_C,Line_1,M2,2,177.84,118,High,Standard,0.48,Stable,Night,39.75,2.18,10.3,26021.93,26604.93,22/04/2024 18:00
B3354,OncoDrug_B,Line_4,M4,3,140.42,67,Medium,Critical,0.75,Stable,Evening,53.97,2.55,18.8,15375.36,16802.87,22/04/2024 20:00
B3355,OncoDrug_D,Line_3,M3,4,170.68,99,Low,Critical,0.54,Stable,Morning,59.85,3.65,11.8,24478.38,26058.42,22/04/2024 22:00
B3356,OncoDrug_A,Line_1,M3,2,198.26,168,Low,Strict,0.43,Minor_Fluctuation,Night,73.07,2.43,12.87,16954.56,18250.34,23/04/2024 00:00
B3357,OncoDrug_A,Line_1,M3,5,167.96,125,Medium,Strict,0.42,Stable,Night,48.28,2.13,17.35,21808.04,23160.69,23/04/2024 02:00
B3358,OncoDrug_A,Line_1,M5,5,237.38,64,Medium,Standard,0.63,Controlled_Adjustment,Evening,38.23,3.28,11.93,28293.49,29377.31,23/04/2024 04:00
B3359,OncoDrug_D,Line_1,M1,3,131.82,194,Medium,Strict,0.74,Minor_Fluctuation,Evening,72.21,3.12,16.62,15469.04,17344.09,23/04/2024 06:00
B3360,OncoDrug_B,Line_1,M1,5,192.43,131,Low,Strict,0.45,Controlled_Adjustment,Night,61.26,3.17,19.4,21596.4,23754.8,23/04/2024 08:00
B3361,OncoDrug_C,Line_3,M4,5,126.7,138,Low,Strict,0.75,Minor_Fluctuation,Evening,63.32,3.22,12.42,11895.41,13700.03,23/04/2024 10:00
B3362,OncoDrug_D,Line_3,M4,4,246.6,77,High,Critical,0.72,Minor_Fluctuation,Night,49.24,2.02,9.25,24029.02,24881.69,23/04/2024 12:00
B3363,OncoDrug_C,Line_1,M4,5,107.64,165,Medium,Standard,0.9,Controlled_Adjustment,Night,54.63,3.65,12.8,15316.8,17013.06,23/04/2024 14:00
B3364,OncoDrug_C,Line_4,M2,2,204.05,91,High,Standard,0.95,Controlled_Adjustment,Evening,45.87,3.03,9.58,27607.46,28325.33,23/04/2024 16:00
B3365,OncoDrug_B,Line_2,M4,6,224.16,187,Low,Standard,0.74,Stable,Evening,75.65,2.93,9.5,32116.64,34166.76,23/04/2024 18:00
B3366,OncoDrug_D,Line_1,M4,3,89.48,130,Low,Standard,0.86,Controlled_Adjustment,Night,49.82,3.15,16.73,10424.91,11729.37,23/04/2024 20:00
B3367,OncoDrug_A,Line_3,M3,2,193.14,185,Low,Strict,0.8,Stable,Morning,84.95,2.6,19.22,19981.23,22055.43,23/04/2024 22:00
B3368,OncoDrug_C,Line_3,M2,6,128.98,166,Medium,Standard,0.56,Stable,Evening,47.35,2.52,16.0,14799.47,16272.06,24/04/2024 00:00
B3369,OncoDrug_D,Line_1,M1,5,143.28,92,Medium,Strict,0.8,Minor_Fluctuation,Morning,50.47,2.48,16.07,19709.72,21147.27,24/04/2024 02:00
B3370,OncoDrug_B,Line_2,M1,7,142.13,128,High,Standard,0.52,Minor_Fluctuation,Night,37.49,2.5,9.37,16866.93,17874.16,24/04/2024 04:00
B3371,OncoDrug_D,Line_1,M2,6,114.06,77,Medium,Critical,0.84,Stable,Evening,57.68,3.35,9.65,15464.69,17180.67,24/04/2024 06:00
B3372,OncoDrug_A,Line_4,M1,6,202.02,196,High,Standard,0.52,Controlled_Adjustment,Evening,56.47,2.13,11.23,22858.46,24215.62,24/04/2024 08:00
B3373,OncoDrug_B,Line_4,M2,5,174.93,91,High,Strict,0.62,Minor_Fluctuation,Evening,44.64,2.93,13.48,21714.62,22971.23,24/04/2024 10:00
B3374,OncoDrug_B,Line_1,M5,7,85.17,115,High,Critical,0.41,Controlled_Adjustment,Night,45.91,2.48,12.47,7707.1,9077.51,24/04/2024 12:00
B3375,OncoDrug_B,Line_1,M2,7,100.83,76,Low,Strict,0.6,Minor_Fluctuation,Morning,41.0,2.23,14.48,10216.37,11451.16,24/04/2024 14:00
B3376,OncoDrug_C,Line_1,M5,6,227.88,156,Medium,Standard,0.74,Minor_Fluctuation,Evening,56.39,2.45,14.22,34174.71,35805.32,24/04/2024 16:00
B3377,OncoDrug_B,Line_3,M3,2,211.99,167,Low,Strict,0.71,Minor_Fluctuation,Night,80.16,3.35,10.83,31095.88,32501.35,24/04/2024 18:00
B3378,OncoDrug_D,Line_3,M4,3,160.37,104,High,Strict,0.45,Controlled_Adjustment,Evening,44.18,2.18,12.98,20254.33,21117.31,24/04/2024 20:00
B3379,OncoDrug_D,Line_2,M2,5,123.1,112,Low,Critical,0.47,Minor_Fluctuation,Night,62.23,2.55,14.75,14751.8,16463.12,24/04/2024 22:00
B3380,OncoDrug_B,Line_1,M5,7,194.36,106,Low,Standard,0.59,Controlled_Adjustment,Morning,47.76,3.23,11.68,25844.1,27483.06,25/04/2024 00:00
B3381,OncoDrug_B,Line_1,M2,6,214.59,141,Low,Standard,0.71,Minor_Fluctuation,Night,64.45,2.08,9.42,17170.12,18582.65,25/04/2024 02:00
B3382,OncoDrug_A,Line_1,M1,5,176.13,173,Low,Standard,0.46,Controlled_Adjustment,Evening,58.32,3.23,9.3,25888.89,27374.11,25/04/2024 04:00
B3383,OncoDrug_D,Line_4,M1,2,155.35,157,Low,Critical,0.67,Controlled_Adjustment,Night,86.69,3.42,16.17,13779.29,15773.16,25/04/2024 06:00
B3384,OncoDrug_A,Line_3,M3,5,193.07,177,Medium,Strict,0.71,Stable,Night,66.86,3.05,19.75,16522.17,18862.27,25/04/2024 08:00
B3385,OncoDrug_D,Line_4,M2,4,135.27,101,High,Standard,0.67,Minor_Fluctuation,Morning,35.54,3.15,8.55,19320.39,20072.06,25/04/2024 10:00
B3386,OncoDrug_C,Line_3,M3,3,154.03,163,High,Standard,0.78,Stable,Evening,51.07,2.22,18.9,22386.02,23690.86,25/04/2024 12:00
B3387,OncoDrug_D,Line_1,M2,7,85.46,140,High,Critical,0.6,Minor_Fluctuation,Evening,57.22,3.12,17.65,11400.85,13659.14,25/04/2024 14:00
B3388,OncoDrug_D,Line_1,M3,7,203.94,105,Low,Strict,0.58,Stable,Morning,54.93,2.92,8.95,22443.64,24056.75,25/04/2024 16:00
B3389,OncoDrug_A,Line_1,M5,7,124.24,195,Low,Critical,0.91,Stable,Night,96.29,2.98,13.78,10043.78,13381.83,25/04/2024 18:00
B3390,OncoDrug_A,Line_2,M3,4,105.87,164,High,Standard,0.55,Controlled_Adjustment,Night,42.4,3.58,18.67,15406.59,16805.79,25/04/2024 20:00
B3391,OncoDrug_D,Line_3,M2,3,138.61,166,High,Critical,0.57,Controlled_Adjustment,Night,67.74,3.38,13.08,19499.28,21073.11,25/04/2024 22:00
B3392,OncoDrug_A,Line_1,M5,7,236.73,167,Low,Critical,0.41,Stable,Morning,84.2,2.7,19.97,20870.86,24143.43,26/04/2024 00:00
B3393,OncoDrug_D,Line_1,M1,6,80.16,110,Medium,Critical,0.94,Minor_Fluctuation,Morning,58.3,3.32,9.6,8995.15,10715.0,26/04/2024 02:00
B3394,OncoDrug_A,Line_1,M1,6,159.18,79,Medium,Strict,0.69,Controlled_Adjustment,Night,37.01,2.88,14.8,15611.04,16799.07,26/04/2024 04:00
B3395,OncoDrug_B,Line_4,M3,5,100.65,109,High,Strict,0.53,Controlled_Adjustment,Evening,37.28,3.3,11.2,12658.43,13691.09,26/04/2024 06:00
B3396,OncoDrug_A,Line_2,M2,7,229.15,79,Medium,Standard,0.68,Controlled_Adjustment,Morning,43.81,2.22,10.52,34099.47,35239.99,26/04/2024 08:00
B3397,OncoDrug_A,Line_1,M1,5,187.61,66,Low,Standard,0.43,Stable,Morning,39.96,3.6,12.62,22737.12,23960.56,26/04/2024 10:00
B3398,OncoDrug_A,Line_2,M3,2,139.16,83,High,Standard,0.67,Minor_Fluctuation,Night,38.04,3.28,9.67,15192.68,15810.2,26/04/2024 12:00
B3399,OncoDrug_D,Line_2,M1,4,98.34,99,Medium,Strict,0.57,Controlled_Adjustment,Evening,43.27,2.52,10.38,11217.77,12102.64,26/04/2024 14:00
B3400,OncoDrug_C,Line_1,M2,4,220.75,156,Low,Strict,0.63,Stable,Evening,69.83,3.65,10.25,27036.89,28772.17,26/04/2024 16:00
B3401,OncoDrug_B,Line_2,M4,6,149.36,145,Medium,Strict,0.59,Stable,Morning,54.21,2.37,10.07,19007.92,20323.41,26/04/2024 18:00
B3402,OncoDrug_D,Line_1,M3,3,108.5,140,Low,Strict,0.71,Stable,Evening,60.35,2.28,15.88,15635.85,17007.8,26/04/2024 20:00
B3403,OncoDrug_B,Line_2,M4,6,208.23,86,High,Standard,0.94,Minor_Fluctuation,Morning,45.35,3.32,14.37,17721.82,19275.82,26/04/2024 22:00
B3404,OncoDrug_D,Line_3,M2,6,104.73,115,Low,Strict,0.73,Minor_Fluctuation,Morning,58.13,3.65,9.0,8667.92,10464.14,27/04/2024 00:00
B3405,OncoDrug_D,Line_2,M3,5,186.29,147,Medium,Strict,0.76,Stable,Evening,60.35,2.92,19.5,22119.72,24176.65,27/04/2024 02:00
B3406,OncoDrug_B,Line_3,M2,3,128.96,195,Low,Critical,0.91,Controlled_Adjustment,Night,104.4,3.28,19.82,15004.02,18101.22,27/04/2024 04:00
B3407,OncoDrug_D,Line_2,M3,2,223.66,80,Medium,Strict,0.89,Controlled_Adjustment,Evening,53.44,2.23,9.2,22280.31,23010.66,27/04/2024 06:00
B3408,OncoDrug_A,Line_3,M2,5,163.29,87,Medium,Strict,0.63,Stable,Night,43.99,2.27,11.67,22594.9,23606.67,27/04/2024 08:00
B3409,OncoDrug_D,Line_2,M4,5,217.78,199,High,Critical,0.63,Stable,Night,77.11,2.35,14.63,17935.37,19969.79,27/04/2024 10:00
B3410,OncoDrug_B,Line_3,M3,2,151.14,188,Low,Strict,0.65,Controlled_Adjustment,Evening,79.57,3.2,15.93,17122.71,18899.78,27/04/2024 12:00
B3411,OncoDrug_D,Line_2,M2,7,111.34,74,Low,Standard,0.82,Stable,Night,45.21,3.23,10.05,12333.38,13811.0,27/04/2024 14:00
B3412,OncoDrug_B,Line_2,M2,3,195.48,98,High,Strict,0.7,Minor_Fluctuation,Night,49.73,2.63,9.1,27608.01,28453.42,27/04/2024 16:00
B3413,OncoDrug_D,Line_1,M4,2,103.16,171,High,Strict,0.69,Stable,Evening,59.31,2.12,17.57,13622.65,14915.61,27/04/2024 18:00
B3414,OncoDrug_A,Line_2,M1,6,209.65,78,Low,Critical,0.53,Minor_Fluctuation,Night,59.08,2.83,14.35,23044.49,24896.65,27/04/2024 20:00
B3415,OncoDrug_B,Line_1,M1,5,114.88,198,Low,Critical,0.75,Minor_Fluctuation,Night,97.3,3.45,12.53,14251.55,17149.47,27/04/2024 22:00
B3416,OncoDrug_C,Line_1,M5,2,136.31,131,Low,Strict,0.89,Minor_Fluctuation,Morning,70.67,3.38,11.0,17634.86,18890.43,28/04/2024 00:00
B3417,OncoDrug_B,Line_2,M4,3,203.27,67,High,Standard,0.41,Controlled_Adjustment,Night,37.33,2.47,8.35,26317.98,26905.92,28/04/2024 02:00
